run_id,model,problem_id,original_problem_id,sample,label,raw_label,final_label,extraction_mode,code_ran,schema_ok,objective_match,has_build_model,failed_checks,failed_requirement_checks,formulation_violations,flagged_formulation_violations,audit_error,prompt_hash,response_time_sec,prompt_eval_count,eval_count,output_truncated,silent_bug_type,silent_bug_requirements,silent_bug_source,report_categories,total_requirement_count,layer1_requirement_count,canonical_layer1_requirement_count,layer2_active_probe_count,total_diagnostic_requirement_count,failed_requirement_check_count,formulation_violation_count,total_violation_count,error_type,error_detail
p19__gpt-5-nano__s9,gpt-5-nano,19,19,9,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,329e9365bc725e92f6036bd3fb35046b989feafb758003473f3d477079e82602,40.974,4425,5169,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s9\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s9\generated_model.py"", line 51, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s9\generated_model.py"", line 45, in build_model
    model.addConstr(gp.quicksum(variables[f""{c}_{s}""] for s in stores) <= data[""capacity""][c] * variables[f""y_{c}""],
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""src/gurobipy/_helpers.pyx"", line 41, in gurobipy._helpers.quicksum
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p19__gpt-5-nano__s9\generated_model.py"", line 45, in <genexpr>
    model.addConstr(gp.quicksum(variables[f""{c}_{s}""] for s in stores) <= data[""capacity""][c] * variables[f""y_{c}""],
                                ~~~~~~~~~^^^^^^^^^^^^
KeyError: 'c1_s1'"
p20__gpt-5-nano__s0,gpt-5-nano,20,20,0,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,66c96c625bdc123111a3fa68cd50853f2a8e21115c57c27c27a4c045efbfed6f,30.423,3974,3712,False,,,none,,5,21,4,22,43,0,0,0,,
p20__gpt-5-nano__s1,gpt-5-nano,20,20,1,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,66c96c625bdc123111a3fa68cd50853f2a8e21115c57c27c27a4c045efbfed6f,33.423,3974,4059,False,,,none,,5,21,4,22,43,0,0,0,,
p20__gpt-5-nano__s2,gpt-5-nano,20,20,2,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,66c96c625bdc123111a3fa68cd50853f2a8e21115c57c27c27a4c045efbfed6f,40.329,3974,5582,False,,,none,,5,21,4,22,43,0,0,0,,
p20__gpt-5-nano__s3,gpt-5-nano,20,20,3,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,66c96c625bdc123111a3fa68cd50853f2a8e21115c57c27c27a4c045efbfed6f,42.707,3974,6029,False,,,none,,5,21,4,22,43,0,0,0,,
p20__gpt-5-nano__s4,gpt-5-nano,20,20,4,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,66c96c625bdc123111a3fa68cd50853f2a8e21115c57c27c27a4c045efbfed6f,45.022,3974,6173,False,,,none,,5,21,4,22,43,0,0,0,,
p20__gpt-5-nano__s5,gpt-5-nano,20,20,5,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,66c96c625bdc123111a3fa68cd50853f2a8e21115c57c27c27a4c045efbfed6f,30.872,3974,4268,False,,,none,,5,21,4,22,43,0,0,0,,
p20__gpt-5-nano__s6,gpt-5-nano,20,20,6,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,66c96c625bdc123111a3fa68cd50853f2a8e21115c57c27c27a4c045efbfed6f,39.926,3974,5584,False,,,none,,5,21,4,22,43,0,0,0,,
p20__gpt-5-nano__s7,gpt-5-nano,20,20,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,66c96c625bdc123111a3fa68cd50853f2a8e21115c57c27c27a4c045efbfed6f,31.345,3974,4461,False,,,none,,5,21,4,22,43,0,0,0,,
p20__gpt-5-nano__s8,gpt-5-nano,20,20,8,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,66c96c625bdc123111a3fa68cd50853f2a8e21115c57c27c27a4c045efbfed6f,43.566,3974,5993,False,,,none,,5,21,4,22,43,0,0,0,,
p20__gpt-5-nano__s9,gpt-5-nano,20,20,9,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,66c96c625bdc123111a3fa68cd50853f2a8e21115c57c27c27a4c045efbfed6f,36.703,3974,5004,False,,,none,,5,21,4,22,43,0,0,0,,
p21__gpt-5-nano__s0,gpt-5-nano,21,21,0,loud_bug,contract_failure,loud_bug,recovered_prose_slice,True,True,False,True,"p21.obj.C1,p21.obj.C2",,,,,0e30946074d42b98b450c8cccaae06425803a0d26ddc41a49c2fa85dace78ee0,30.979,1293,4654,False,,,none,,10,9,9,10,19,0,0,0,,
p21__gpt-5-nano__s1,gpt-5-nano,21,21,1,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,0e30946074d42b98b450c8cccaae06425803a0d26ddc41a49c2fa85dace78ee0,27.283,1293,4501,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p21__gpt-5-nano__s1\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p21__gpt-5-nano__s1\generated_model.py"", line 78, in solve
    objective_val = float(model.ObjVal) if model.ObjVal is not None else None
                                           ^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 399, in gurobipy._model.Model.__getattr__
  File ""src/gurobipy/_model.pyx"", line 2226, in gurobipy._model.Model.getAttr
  File ""src/gurobipy/_attrutil.pyx"", line 119, in gurobipy._attrutil._getattr
AttributeError: Unable to retrieve attribute 'ObjVal'. Did you mean: 'ObjNVal'?"
p21__gpt-5-nano__s2,gpt-5-nano,21,21,2,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,0e30946074d42b98b450c8cccaae06425803a0d26ddc41a49c2fa85dace78ee0,29.69,1293,4561,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p21__gpt-5-nano__s2\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p21__gpt-5-nano__s2\generated_model.py"", line 70, in solve
    objective_value = float(model.ObjVal)
                            ^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 399, in gurobipy._model.Model.__getattr__
  File ""src/gurobipy/_model.pyx"", line 2226, in gurobipy._model.Model.getAttr
  File ""src/gurobipy/_attrutil.pyx"", line 119, in gurobipy._attrutil._getattr
AttributeError: Unable to retrieve attribute 'ObjVal'. Did you mean: 'ObjNVal'?"
p21__gpt-5-nano__s3,gpt-5-nano,21,21,3,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0e30946074d42b98b450c8cccaae06425803a0d26ddc41a49c2fa85dace78ee0,32.337,1293,5041,False,,,none,,10,9,9,10,19,0,0,0,,
p21__gpt-5-nano__s4,gpt-5-nano,21,21,4,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0e30946074d42b98b450c8cccaae06425803a0d26ddc41a49c2fa85dace78ee0,27.317,1293,4009,False,,,none,,10,9,9,10,19,0,0,0,,
p21__gpt-5-nano__s5,gpt-5-nano,21,21,5,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0e30946074d42b98b450c8cccaae06425803a0d26ddc41a49c2fa85dace78ee0,32.951,1293,4870,False,,,none,,10,9,9,10,19,0,0,0,,
p21__gpt-5-nano__s6,gpt-5-nano,21,21,6,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,0e30946074d42b98b450c8cccaae06425803a0d26ddc41a49c2fa85dace78ee0,26.345,1293,4228,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p21__gpt-5-nano__s6\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p21__gpt-5-nano__s6\generated_model.py"", line 54, in solve
    if model.ObjVal is not None:
       ^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 399, in gurobipy._model.Model.__getattr__
  File ""src/gurobipy/_model.pyx"", line 2226, in gurobipy._model.Model.getAttr
  File ""src/gurobipy/_attrutil.pyx"", line 119, in gurobipy._attrutil._getattr
AttributeError: Unable to retrieve attribute 'ObjVal'. Did you mean: 'ObjNVal'?"
p21__gpt-5-nano__s7,gpt-5-nano,21,21,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0e30946074d42b98b450c8cccaae06425803a0d26ddc41a49c2fa85dace78ee0,24.543,1293,3771,False,,,none,,10,9,9,10,19,0,0,0,,
p21__gpt-5-nano__s8,gpt-5-nano,21,21,8,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0e30946074d42b98b450c8cccaae06425803a0d26ddc41a49c2fa85dace78ee0,27.294,1293,3858,False,,,none,,10,9,9,10,19,0,0,0,,
p21__gpt-5-nano__s9,gpt-5-nano,21,21,9,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0e30946074d42b98b450c8cccaae06425803a0d26ddc41a49c2fa85dace78ee0,34.754,1293,5587,False,,,none,,10,9,9,10,19,0,0,0,,
p22__gpt-5-nano__s0,gpt-5-nano,22,22,0,silent_bug,contract_failure,silent_bug,recovered_prose_slice,True,True,True,True,,,"R_visit_A_in,R_visit_A_out,R_visit_B_in,R_visit_B_out,R_visit_D_in,R_visit_D_out,R_visit_E_in,R_visit_E_out",,,7b337f06c64fb758705aab538e19f97efb0b66bdfe84c7a08664a72b5c502924,63.888,1958,8000,False,linking_or_logic_error,"fviol:R_visit_A_in,R_visit_A_out,R_visit_B_in,R_visit_B_out,R_visit_D_in,R_visit_D_out,R_visit_E_in,R_visit_E_out",formulation_only,linking_or_logic_error,36,35,35,36,71,0,8,8,,
p22__gpt-5-nano__s1,gpt-5-nano,22,22,1,silent_bug,contract_failure,silent_bug,recovered_prose_slice,True,True,True,True,,,"R_pass_C_in,R_pass_C_out",,,7b337f06c64fb758705aab538e19f97efb0b66bdfe84c7a08664a72b5c502924,64.662,1958,8830,False,structural_constraint_error,"fviol:R_pass_C_in,R_pass_C_out",formulation_only,constraint_misspecification,36,35,35,36,71,0,2,2,,
p22__gpt-5-nano__s2,gpt-5-nano,22,22,2,contract_failure,contract_failure,contract_failure,no_code_found,False,False,False,False,,,,,,7b337f06c64fb758705aab538e19f97efb0b66bdfe84c7a08664a72b5c502924,117.975,1958,16000,True,,,none,,,,,,,0,0,0,contract_failure,missing required function build_model(data)
p22__gpt-5-nano__s3,gpt-5-nano,22,22,3,silent_bug,contract_failure,silent_bug,recovered_prose_slice,True,True,True,True,,,"R_visit_A_in,R_visit_A_out,R_visit_B_in,R_visit_B_out,R_visit_D_in,R_visit_D_out,R_visit_E_in,R_visit_E_out",,,7b337f06c64fb758705aab538e19f97efb0b66bdfe84c7a08664a72b5c502924,84.995,1958,11153,False,linking_or_logic_error,"fviol:R_visit_A_in,R_visit_A_out,R_visit_B_in,R_visit_B_out,R_visit_D_in,R_visit_D_out,R_visit_E_in,R_visit_E_out",formulation_only,linking_or_logic_error,36,35,35,36,71,0,8,8,,
p22__gpt-5-nano__s4,gpt-5-nano,22,22,4,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,7b337f06c64fb758705aab538e19f97efb0b66bdfe84c7a08664a72b5c502924,103.805,1958,12994,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p22__gpt-5-nano__s4\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p22__gpt-5-nano__s4\generated_model.py"", line 102, in solve
    GRB.OPTIMAL: ""OPTIMAL"",
    ^^^
NameError: name 'GRB' is not defined"
p22__gpt-5-nano__s5,gpt-5-nano,22,22,5,silent_bug,contract_failure,silent_bug,recovered_prose_slice,True,True,True,True,,,"R_visit_A_in,R_visit_A_out,R_visit_B_in,R_visit_B_out,R_visit_D_in,R_visit_D_out,R_visit_E_in,R_visit_E_out",,,7b337f06c64fb758705aab538e19f97efb0b66bdfe84c7a08664a72b5c502924,82.492,1958,11962,False,linking_or_logic_error,"fviol:R_visit_A_in,R_visit_A_out,R_visit_B_in,R_visit_B_out,R_visit_D_in,R_visit_D_out,R_visit_E_in,R_visit_E_out",formulation_only,linking_or_logic_error,36,35,35,36,71,0,8,8,,
p22__gpt-5-nano__s6,gpt-5-nano,22,22,6,contract_failure,contract_failure,contract_failure,recovered_prose_slice,False,False,False,True,,,,,,7b337f06c64fb758705aab538e19f97efb0b66bdfe84c7a08664a72b5c502924,120.592,1958,16000,True,,,none,,,,,,,0,0,0,contract_failure,missing required function solve(data)
p22__gpt-5-nano__s7,gpt-5-nano,22,22,7,silent_bug,contract_failure,silent_bug,recovered_prose_slice,True,True,True,True,p22.R_visit_A_out.C1,p22.R_visit_A_out.C1,"R_pass_C_in,R_pass_C_out,R_flow_B,R_flow_D,R_visit_A_in,R_visit_A_out,R_visit_B_in,R_visit_B_out,R_visit_C_in,R_visit_C_out,R_visit_D_in,R_visit_D_out,R_visit_E_in,R_visit_E_out",,,7b337f06c64fb758705aab538e19f97efb0b66bdfe84c7a08664a72b5c502924,88.439,1958,12645,False,unknown_or_mixed,"R_visit_A_out + fviol:R_pass_C_in,R_pass_C_out,R_flow_B,R_flow_D,R_visit_A_in,R_visit_B_in,R_visit_B_out,R_visit_C_in,R_visit_C_out,R_visit_D_in,R_visit_D_out,R_visit_E_in,R_visit_E_out",solution_and_formulation,constraint_misspecification;linking_or_logic_error,36,35,35,36,71,1,14,15,,
p22__gpt-5-nano__s8,gpt-5-nano,22,22,8,silent_bug,contract_failure,silent_bug,recovered_prose_slice,True,True,True,True,,,"R_visit_A_in,R_visit_A_out,R_visit_B_in,R_visit_B_out,R_visit_D_in,R_visit_D_out,R_visit_E_in,R_visit_E_out",,,7b337f06c64fb758705aab538e19f97efb0b66bdfe84c7a08664a72b5c502924,55.507,1958,7888,False,linking_or_logic_error,"fviol:R_visit_A_in,R_visit_A_out,R_visit_B_in,R_visit_B_out,R_visit_D_in,R_visit_D_out,R_visit_E_in,R_visit_E_out",formulation_only,linking_or_logic_error,36,35,35,36,71,0,8,8,,
p22__gpt-5-nano__s9,gpt-5-nano,22,22,9,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,7b337f06c64fb758705aab538e19f97efb0b66bdfe84c7a08664a72b5c502924,117.864,1958,15827,False,,,none,,36,35,35,36,71,0,0,0,,
p23__gpt-5-nano__s0,gpt-5-nano,23,23,0,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,5965945cd07907db2d0ba3c94735898b37a45813287347b6646826563a1c6df1,38.02,13253,6101,False,,,none,,6,5,5,6,11,0,0,0,,
p23__gpt-5-nano__s1,gpt-5-nano,23,23,1,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,p23.obj.C1,,,,,5965945cd07907db2d0ba3c94735898b37a45813287347b6646826563a1c6df1,44.475,13253,7352,False,,,none,,6,5,5,6,11,0,0,0,,
p23__gpt-5-nano__s2,gpt-5-nano,23,23,2,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,5965945cd07907db2d0ba3c94735898b37a45813287347b6646826563a1c6df1,31.205,13253,5219,False,,,none,,6,5,5,6,11,0,0,0,,
p23__gpt-5-nano__s3,gpt-5-nano,23,23,3,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,p23.obj.C1,,,,,5965945cd07907db2d0ba3c94735898b37a45813287347b6646826563a1c6df1,91.792,13253,14547,False,,,none,,6,5,5,6,11,0,0,0,,
p23__gpt-5-nano__s4,gpt-5-nano,23,23,4,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,5965945cd07907db2d0ba3c94735898b37a45813287347b6646826563a1c6df1,44.366,13253,6154,False,,,none,,6,5,5,6,11,0,0,0,,
p23__gpt-5-nano__s5,gpt-5-nano,23,23,5,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,5965945cd07907db2d0ba3c94735898b37a45813287347b6646826563a1c6df1,40.717,13253,6383,False,,,none,,6,5,5,6,11,0,0,0,,
p23__gpt-5-nano__s6,gpt-5-nano,23,23,6,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,5965945cd07907db2d0ba3c94735898b37a45813287347b6646826563a1c6df1,32.747,13253,5031,False,,,none,,6,5,5,6,11,0,0,0,,
p23__gpt-5-nano__s7,gpt-5-nano,23,23,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,5965945cd07907db2d0ba3c94735898b37a45813287347b6646826563a1c6df1,38.046,13253,5855,False,,,none,,6,5,5,6,11,0,0,0,,
p23__gpt-5-nano__s8,gpt-5-nano,23,23,8,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,5965945cd07907db2d0ba3c94735898b37a45813287347b6646826563a1c6df1,34.771,13253,5368,False,,,none,,6,5,5,6,11,0,0,0,,
p23__gpt-5-nano__s9,gpt-5-nano,23,23,9,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,5965945cd07907db2d0ba3c94735898b37a45813287347b6646826563a1c6df1,41.05,13253,6539,False,,,none,,6,5,5,6,11,0,0,0,,
p24__gpt-5-nano__s0,gpt-5-nano,24,24,0,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,c792c6bc518aa1c35702d7b99f0ed912b16bf4ff92786c25c4796b3c12bbe21a,66.304,4241,11836,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p24__gpt-5-nano__s0\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p24__gpt-5-nano__s0\generated_model.py"", line 117, in solve
    obj_val = float(model.ObjVal) if model.ObjVal is not None else None
                                     ^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 399, in gurobipy._model.Model.__getattr__
  File ""src/gurobipy/_model.pyx"", line 2226, in gurobipy._model.Model.getAttr
  File ""src/gurobipy/_attrutil.pyx"", line 119, in gurobipy._attrutil._getattr
AttributeError: Unable to retrieve attribute 'ObjVal'. Did you mean: 'ObjNVal'?"
p24__gpt-5-nano__s1,gpt-5-nano,24,24,1,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,c792c6bc518aa1c35702d7b99f0ed912b16bf4ff92786c25c4796b3c12bbe21a,51.576,4241,10141,False,,,none,,110,127,109,128,255,0,0,0,,
p24__gpt-5-nano__s2,gpt-5-nano,24,24,2,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,c792c6bc518aa1c35702d7b99f0ed912b16bf4ff92786c25c4796b3c12bbe21a,47.058,4241,8999,False,,,none,,110,127,109,128,255,0,0,0,,
p24__gpt-5-nano__s3,gpt-5-nano,24,24,3,silent_bug,contract_failure,silent_bug,recovered_prose_slice,True,True,True,True,"p24.R_D_min_1.C1,p24.R_D_min_2.C1,p24.R_D_min_8.C1,p24.R_D_min_9.C1,p24.R_D_min_10.C1","p24.R_D_min_1.C1,p24.R_D_min_2.C1,p24.R_D_min_8.C1,p24.R_D_min_9.C1,p24.R_D_min_10.C1","R_D_min_1,R_D_min_2,R_D_min_3,R_D_min_4,R_D_min_5,R_D_min_6,R_D_min_7,R_D_min_8,R_D_min_9,R_D_min_10",,,c792c6bc518aa1c35702d7b99f0ed912b16bf4ff92786c25c4796b3c12bbe21a,37.494,4241,7767,False,linking_or_logic_error,"R_D_min_1,R_D_min_2,R_D_min_8,R_D_min_9,R_D_min_10 + fviol:R_D_min_3,R_D_min_4,R_D_min_5,R_D_min_6,R_D_min_7",solution_and_formulation,linking_or_logic_error,110,127,109,128,255,5,10,15,,
p24__gpt-5-nano__s4,gpt-5-nano,24,24,4,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,c792c6bc518aa1c35702d7b99f0ed912b16bf4ff92786c25c4796b3c12bbe21a,49.508,4241,9930,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p24__gpt-5-nano__s4\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p24__gpt-5-nano__s4\generated_model.py"", line 86, in solve
    GRB.NODELIMIT: ""NODE_LIMIT"",
    ^^^^^^^^^^^^^
AttributeError: type object 'GRB' has no attribute 'NODELIMIT'. Did you mean: 'NODE_LIMIT'?"
p24__gpt-5-nano__s5,gpt-5-nano,24,24,5,silent_bug,contract_failure,silent_bug,recovered_prose_slice,True,True,True,True,"p24.R_D_min_2.C1,p24.R_D_min_4.C1,p24.R_D_min_5.C1,p24.R_D_min_6.C1,p24.R_D_min_7.C1,p24.R_D_min_10.C1","p24.R_D_min_2.C1,p24.R_D_min_4.C1,p24.R_D_min_5.C1,p24.R_D_min_6.C1,p24.R_D_min_7.C1,p24.R_D_min_10.C1","R_D_min_1,R_D_min_2,R_D_min_3,R_D_min_4,R_D_min_5,R_D_min_6,R_D_min_7,R_D_min_8,R_D_min_9,R_D_min_10",,,c792c6bc518aa1c35702d7b99f0ed912b16bf4ff92786c25c4796b3c12bbe21a,81.554,4241,12298,False,linking_or_logic_error,"R_D_min_2,R_D_min_4,R_D_min_5,R_D_min_6,R_D_min_7,R_D_min_10 + fviol:R_D_min_1,R_D_min_3,R_D_min_8,R_D_min_9",solution_and_formulation,linking_or_logic_error,110,127,109,128,255,6,10,16,,
p24__gpt-5-nano__s6,gpt-5-nano,24,24,6,silent_bug,contract_failure,silent_bug,recovered_prose_slice,True,True,True,True,"p24.R_D_min_2.C1,p24.R_D_min_4.C1,p24.R_D_min_8.C1,p24.R_D_min_9.C1,p24.R_D_min_10.C1","p24.R_D_min_2.C1,p24.R_D_min_4.C1,p24.R_D_min_8.C1,p24.R_D_min_9.C1,p24.R_D_min_10.C1","R_D_min_1,R_D_min_2,R_D_min_3,R_D_min_4,R_D_min_5,R_D_min_6,R_D_min_7,R_D_min_8,R_D_min_9,R_D_min_10",,,c792c6bc518aa1c35702d7b99f0ed912b16bf4ff92786c25c4796b3c12bbe21a,49.311,4241,7980,False,linking_or_logic_error,"R_D_min_2,R_D_min_4,R_D_min_8,R_D_min_9,R_D_min_10 + fviol:R_D_min_1,R_D_min_3,R_D_min_5,R_D_min_6,R_D_min_7",solution_and_formulation,linking_or_logic_error,110,127,109,128,255,5,10,15,,
p24__gpt-5-nano__s7,gpt-5-nano,24,24,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,c792c6bc518aa1c35702d7b99f0ed912b16bf4ff92786c25c4796b3c12bbe21a,61.99,4241,9953,False,,,none,,110,127,109,128,255,0,0,0,,
p24__gpt-5-nano__s8,gpt-5-nano,24,24,8,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,c792c6bc518aa1c35702d7b99f0ed912b16bf4ff92786c25c4796b3c12bbe21a,43.444,4241,8226,False,,,none,,110,127,109,128,255,0,0,0,,
p24__gpt-5-nano__s9,gpt-5-nano,24,24,9,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,c792c6bc518aa1c35702d7b99f0ed912b16bf4ff92786c25c4796b3c12bbe21a,49.302,4241,8386,False,,,none,,110,127,109,128,255,0,0,0,,
